Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, duck | 00001069 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, goose and guinea fowl | 00001073 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Rwanda,RWA,1966,4500,,,,,1726,6032,630,279
Rwanda,RWA,1967,4800,,,,,2034,6552,828,486
Rwanda,RWA,1968,5000,,,,,1933,6240,646,378
Rwanda,RWA,1969,5000,,,,,1884,6448,483,544
Rwanda,RWA,1970,5000,,,,,2148,6552,414,468
Rwanda,RWA,1971,5200,,,,,2258,6656,325,495
Rwanda,RWA,1972,5200,,,,,2284,6864,672,495
Rwanda,RWA,1973,5300,,,,,2824,6656,686,567
Rwanda,RWA,1974,5400,,,,,2472,8320,989,576
Rwanda,RWA,1975,5400,,,,,2870,10608,1145,594
Rwanda,RWA,1976,5500,,,,,3018,10400,979,783
Rwanda,RWA,1977,5600,,,,,3306,10712,1746,806
Rwanda,RWA,1978,5700,,,,,3420,11024,2070,890
Rwanda,RWA,1979,5700,,,,,3597,11440,2384,1022
Rwanda,RWA,1980,5800,,,,,3870,12272,2520,1053
Rwanda,RWA,1981,5900,,,,,3944,13416,2940,1098
Rwanda,RWA,1982,5900,,,,,4160,13156,3024,1137
Rwanda,RWA,1983,6000,,,,,3947,13312,2898,1128
Rwanda,RWA,1984,6200,,,,,3944,13520,1848,1147
Rwanda,RWA,1985,6400,,,,,4370,14560,1865,1231
Rwanda,RWA,1986,6500,,,,,4274,13520,2016,1211
Rwanda,RWA,1987,6500,,,,,4387,12480,2372,1224
Rwanda,RWA,1988,6600,,,,,4476,13520,2869,1462
Rwanda,RWA,1989,6700,,,,,4667,13936,2730,1380
Rwanda,RWA,1990,6800,,,,,4747,14144,2646,1381
Rwanda,RWA,1991,6900,,,,,5023,14352,2646,1391
Rwanda,RWA,1992,7000,,,,,5145,13104,2688,1458
Rwanda,RWA,1993,7316,,,,,5255,11960,2730,1530
Rwanda,RWA,1994,7515,,,,,5449,10400,2814,1395
Rwanda,RWA,1995,7786,,,,,2338,10400,2268,1260
Rwanda,RWA,1996,7904,,,,,2884,11440,2520,1422
Rwanda,RWA,1997,7300,,,,,2590,13520,2646,1485
Rwanda,RWA,1998,10000,,,,,2764,15600,2268,1800
Rwanda,RWA,1999,9900,,,,,3279,17680,2940,2250
Rwanda,RWA,2000,10500,,,,,3406,17160,3276,1413
Rwanda,RWA,2001,11000,,,,,3502,19448,3318,1548
Rwanda,RWA,2002,11400,,,,,4145,19760,3864,1755
Rwanda,RWA,2003,11500,,,,,4415,23638,3906,1980
Rwanda,RWA,2004,11800,,,,,5859,22965,6006,2295
Rwanda,RWA,2005,12000,,,,,6055,23920,6384,2313
Rwanda,RWA,2006,12300,,,,,6696,28600,6258,1953
Rwanda,RWA,2007,12500,,,,,7026,31200,6090,2241
Rwanda,RWA,2008,12899,,,,,7521,36920,5670,2385
Rwanda,RWA,2009,13539,,,,,8710,35360,6930,2385
Rwanda,RWA,2010,13653,,,,,20069,27538,7228,13718
Rwanda,RWA,2011,13971,,,,,21153,28311,7460,13846
Rwanda,RWA,2012,14298,,,,,22331,29021,7938,14384
Rwanda,RWA,2013,14619,,,,,22755,29807,8905,15727
Rwanda,RWA,2014,14967,,,,,23520,32209,10210,16304
Rwanda,RWA,2015,15410,,,,,25986,36582,13472,16629
Rwanda,RWA,2016,14999,,,,,25007,32006,14733,18068
Rwanda,RWA,2017,15126,,,,,28784,30451,14187,18166
Rwanda,RWA,2018,15178,,,,,26749,33742,10551,18726
Rwanda,RWA,2019,15101,,,,,21963,34575,14698,19064
Rwanda,RWA,2020,15135,,,,,21756,34776,13547,19336
Saint Kitts and Nevis,KNA,1961,,,,,,110,145,108,84
Saint Kitts and Nevis,KNA,1962,,,,,,113,136,108,86
Saint Kitts and Nevis,KNA,1963,,,,,,113,136,108,90
Saint Kitts and Nevis,KNA,1964,,,,,,112,136,111,94
Saint Kitts and Nevis,KNA,1965,,,,,,112,132,111,97
Saint Kitts and Nevis,KNA,1966,,,,,,112,132,114,101
Saint Kitts and Nevis,KNA,1967,,,,,,112,130,114,104
Saint Kitts and Nevis,KNA,1968,,,,,,112,130,114,108
Saint Kitts and Nevis,KNA,1969,,,,,,113,129,111,112
Saint Kitts and Nevis,KNA,1970,,,,,,113,129,111,115
Saint Kitts and Nevis,KNA,1971,,,,,,113,129,110,119
Saint Kitts and Nevis,KNA,1972,,,,,,113,127,110,122
Saint Kitts and Nevis,KNA,1973,,,,,,113,123,110,126
Saint Kitts and Nevis,KNA,1974,,,,,,114,123,110,130
Saint Kitts and Nevis,KNA,1975,,,,,,114,121,110,132
Saint Kitts and Nevis,KNA,1976,,,,,,115,121,110,134
Saint Kitts and Nevis,KNA,1977,,,,,,116,118,110,138
Saint Kitts and Nevis,KNA,1978,,,,,,116,118,110,142
Saint Kitts and Nevis,KNA,1979,,,,,,116,118,110,144
Saint Kitts and Nevis,KNA,1980,,,,,,116,118,110,148
Saint Kitts and Nevis,KNA,1981,,,,,,117,118,110,150
Saint Kitts and Nevis,KNA,1982,,,,,,117,118,110,152
Saint Kitts and Nevis,KNA,1983,,,,,,117,118,110,154
Saint Kitts and Nevis,KNA,1984,,,,,,118,114,111,155
Saint Kitts and Nevis,KNA,1985,,,,,,119,112,111,157
Saint Kitts and Nevis,KNA,1986,,,,,,120,110,112,160
Saint Kitts and Nevis,KNA,1987,,,,,,120,110,112,162
Saint Kitts and Nevis,KNA,1988,,,,,,121,112,114,162
Saint Kitts and Nevis,KNA,1989,,,,,,121,109,113,155
Saint Kitts and Nevis,KNA,1990,,,,,,121,112,114,156
Saint Kitts and Nevis,KNA,1991,,,,,,119,112,116,158
Saint Kitts and Nevis,KNA,1992,,,,,,117,109,118,162
Saint Kitts and Nevis,KNA,1993,,,,,,110,101,120,162
Saint Kitts and Nevis,KNA,1994,,,,,,120,101,129,194
Saint Kitts and Nevis,KNA,1995,,,,,,124,101,132,186
Saint Kitts and Nevis,KNA,1996,,,,,,123,101,168,162
Saint Kitts and Nevis,KNA,1997,,,,,,123,101,156,156
Saint Kitts and Nevis,KNA,1998,,,,,,100,109,198,156
Saint Kitts and Nevis,KNA,1999,,,,,,105,116,198,156
Saint Kitts and Nevis,KNA,2000,,,,,,89,127,144,144
Saint Kitts and Nevis,KNA,2001,,,,,,126,125,144,144
Saint Kitts and Nevis,KNA,2002,,,,,,118,125,150,150
Saint Kitts and Nevis,KNA,2003,,,,,,112,125,159,144
Saint Kitts and Nevis,KNA,2004,,,,,,102,125,150,144
Saint Kitts and Nevis,KNA,2005,,,,,,89,93,159,156
Saint Kitts and Nevis,KNA,2006,,,,,,22,60,132,156
Saint Kitts and Nevis,KNA,2007,,,,,,24,90,137,156
Saint Kitts and Nevis,KNA,2008,,,,,,26,119,132,168
Saint Kitts and Nevis,KNA,2009,,,,,,22,105,110,168
Saint Kitts and Nevis,KNA,2010,,,,,,22,98,112,168
Saint Kitts and Nevis,KNA,2011,,,,,,20,78,131,168
Saint Kitts and Nevis,KNA,2012,,,,,,9,61,46,136
Saint Kitts and Nevis,KNA,2013,,,,,,12,51,47,85
Saint Kitts and Nevis,KNA,2014,,,,,,15,49,49,90
Saint Kitts and Nevis,KNA,2015,,,,,,16,51,70,78
Saint Kitts and Nevis,KNA,2016,,,,,,15,46,66,77
Saint Kitts and Nevis,KNA,2017,,,,,,16,49,67,13
Saint Kitts and Nevis,KNA,2018,,,,,,17,51,57,20
Saint Kitts and Nevis,KNA,2019,,,,,,16,55,41,0
Saint Kitts and Nevis,KNA,2020,,,,,,15,45,36,9
Saint Lucia,LCA,1961,,,,,,69,276,524,118
Saint Lucia,LCA,1962,,,,,,70,292,530,120
Saint Lucia,LCA,1963,,,,,,70,309,536,132
Saint Lucia,LCA,1964,,,,,,79,326,541,156
Saint Lucia,LCA,1965,,,,,,79,299,547,168
Saint Lucia,LCA,1966,,,,,,79,365,553,168
Saint Lucia,LCA,1967,,,,,,79,311,559,186
Saint Lucia,LCA,1968,,,,,,83,295,564,204
Saint Lucia,LCA,1969,,,,,,87,325,570,216
Saint Lucia,LCA,1970,,,,,,90,346,598,252
Saint Lucia,LCA,1971,,,,,,93,355,456,258
Saint Lucia,LCA,1972,,,,,,96,364,399,324
Saint Lucia,LCA,1973,,,,,,112,382,342,420
Saint Lucia,LCA,1974,,,,,,112,382,342,456
Saint Lucia,LCA,1975,,,,,,111,395,342,420
Saint Lucia,LCA,1976,,,,,,115,485,399,432
Saint Lucia,LCA,1977,,,,,,121,491,456,372
Saint Lucia,LCA,1978,,,,,,125,505,462,456
Saint Lucia,LCA,1979,,,,,,133,455,467,456
Saint Lucia,LCA,1980,,,,,,138,455,473,540
Saint Lucia,LCA,1981,,,,,,142,491,479,540
Saint Lucia,LCA,1982,,,,,,148,510,484,528
Saint Lucia,LCA,1983,,,,,,153,528,530,552
Saint Lucia,LCA,1984,,,,,,159,555,559,600
Saint Lucia,LCA,1985,,,,,,160,555,560,600
Saint Lucia,LCA,1986,,,,,,162,564,562,600
Saint Lucia,LCA,1987,,,,,,165,573,567,600
Saint Lucia,LCA,1988,,,,,,168,564,570,612
Saint Lucia,LCA,1989,,,,,,171,564,570,576
Saint Lucia,LCA,1990,,,,,,173,555,581,588
Saint Lucia,LCA,1991,,,,,,172,564,600,600
Saint Lucia,LCA,1992,,,,,,162,564,729,600
Saint Lucia,LCA,1993,,,,,,157,573,752,600
Saint Lucia,LCA,1994,,,,,,150,582,773,612
Saint Lucia,LCA,1995,,,,,,143,546,800,624
Saint Lucia,LCA,1996,,,,,,140,501,700,624
Saint Lucia,LCA,1997,,,,,,142,510,843,720
Saint Lucia,LCA,1998,,,,,,142,528,853,660
Saint Lucia,LCA,1999,,,,,,142,528,1000,720
Saint Lucia,LCA,2000,,,,,,142,528,879,600
Saint Lucia,LCA,2001,,,,,,142,364,867,720
Saint Lucia,LCA,2002,,,,,,142,382,693,1560
Saint Lucia,LCA,2003,,,,,,132,382,820,1560
Saint Lucia,LCA,2004,,,,,,142,419,805,1560
Saint Lucia,LCA,2005,,,,,,142,419,793,1560
Saint Lucia,LCA,2006,,,,,,109,437,781,1560
Saint Lucia,LCA,2007,,,,,,106,437,1050,1560
Saint Lucia,LCA,2008,,,,,,148,455,776,1560
Saint Lucia,LCA,2009,,,,,,148,455,766,1560
Saint Lucia,LCA,2010,,,,,,148,455,683,1560
Saint Lucia,LCA,2011,,,,,,148,455,657,1560
Saint Lucia,LCA,2012,,,,,,149,436,623,1565
Saint Lucia,LCA,2013,,,,,,154,432,446,1472
Saint Lucia,LCA,2014,,,,,,179,434,512,1458
Saint Lucia,LCA,2015,,,,,,171,431,628,1450
Saint Lucia,LCA,2016,,,,,,160,427,691,1391
Saint Lucia,LCA,2017,,,,,,149,420,648,1388
Saint Lucia,LCA,2018,,,,,,152,421,618,1345
Saint Lucia,LCA,2019,,,,,,154,419,825,1327
Saint Lucia,LCA,2020,,,,,,156,417,908,1309
Saint Vincent and the Grenadines,VCT,1961,,,,,,33,199,222,60
Saint Vincent and the Grenadines,VCT,1962,,,,,,37,206,222,65
Saint Vincent and the Grenadines,VCT,1963,,,,,,42,214,228,70
Saint Vincent and the Grenadines,VCT,1964,,,,,,45,231,228,75
Saint Vincent and the Grenadines,VCT,1965,,,,,,46,289,240,82
Saint Vincent and the Grenadines,VCT,1966,,,,,,40,399,240,105
Saint Vincent and the Grenadines,VCT,1967,,,,,,39,290,228,112
Saint Vincent and the Grenadines,VCT,1968,,,,,,36,253,210,120
Saint Vincent and the Grenadines,VCT,1969,,,,,,33,253,198,128
Saint Vincent and the Grenadines,VCT,1970,,,,,,33,262,180,130
Saint Vincent and the Grenadines,VCT,1971,,,,,,33,253,198,140
Saint Vincent and the Grenadines,VCT,1972,,,,,,33,253,210,150
Saint Vincent and the Grenadines,VCT,1973,,,,,,33,272,216,160
Saint Vincent and the Grenadines,VCT,1974,,,,,,39,272,216,160
Saint Vincent and the Grenadines,VCT,1975,,,,,,23,272,252,240
Saint Vincent and the Grenadines,VCT,1976,,,,,,40,262,264,230
Saint Vincent and the Grenadines,VCT,1977,,,,,,39,262,279,180
Saint Vincent and the Grenadines,VCT,1978,,,,,,41,264,279,185
Saint Vincent and the Grenadines,VCT,1979,,,,,,49,272,288,230
Saint Vincent and the Grenadines,VCT,1980,,,,,,59,272,294,240
Saint Vincent and the Grenadines,VCT,1981,,,,,,53,275,360,240
Saint Vincent and the Grenadines,VCT,1982,,,,,,63,279,408,300
Saint Vincent and the Grenadines,VCT,1983,,,,,,68,290,450,330
Saint Vincent and the Grenadines,VCT,1984,,,,,,54,299,480,330
Saint Vincent and the Grenadines,VCT,1985,,,,,,67,272,516,330
Saint Vincent and the Grenadines,VCT,1986,,,,,,74,253,540,280
Saint Vincent and the Grenadines,VCT,1987,,,,,,82,217,600,320
Saint Vincent and the Grenadines,VCT,1988,,,,,,85,253,690,320
Saint Vincent and the Grenadines,VCT,1989,,,,,,83,244,660,360
Saint Vincent and the Grenadines,VCT,1990,,,,,,81,226,600,380
Saint Vincent and the Grenadines,VCT,1991,,,,,,73,217,546,400
Saint Vincent and the Grenadines,VCT,1992,,,,,,73,226,552,410
Saint Vincent and the Grenadines,VCT,1993,,,,,,74,226,558,415
Saint Vincent and the Grenadines,VCT,1994,,,,,,76,226,564,420
Saint Vincent and the Grenadines,VCT,1995,,,,,,79,226,570,425
Saint Vincent and the Grenadines,VCT,1996,,,,,,79,226,570,425
Saint Vincent and the Grenadines,VCT,1997,,,,,,79,226,570,425
Saint Vincent and the Grenadines,VCT,1998,,,,,,79,226,570,425
Saint Vincent and the Grenadines,VCT,1999,,,,,,79,226,570,425
Saint Vincent and the Grenadines,VCT,2000,,,,,,79,217,570,425
Saint Vincent and the Grenadines,VCT,2001,,,,,,81,210,570,425
Saint Vincent and the Grenadines,VCT,2002,,,,,,81,199,570,370
Saint Vincent and the Grenadines,VCT,2003,,,,,,82,182,550,280
Saint Vincent and the Grenadines,VCT,2004,,,,,,82,182,550,270
Saint Vincent and the Grenadines,VCT,2005,,,,,,83,182,550,260
Saint Vincent and the Grenadines,VCT,2006,,,,,,84,181,550,300
Saint Vincent and the Grenadines,VCT,2007,,,,,,86,199,552,400
Saint Vincent and the Grenadines,VCT,2008,,,,,,86,199,557,460
Saint Vincent and the Grenadines,VCT,2009,,,,,,91,208,576,480
Saint Vincent and the Grenadines,VCT,2010,,,,,,94,213,516,480
Saint Vincent and the Grenadines,VCT,2011,,,,,,94,220,384,480
Saint Vincent and the Grenadines,VCT,2012,,,,,,92,208,306,480
Saint Vincent and the Grenadines,VCT,2013,,,,,,93,206,388,453
Saint Vincent and the Grenadines,VCT,2014,,,,,,91,212,418,451
Saint Vincent and the Grenadines,VCT,2015,,,,,,84,213,446,452
Saint Vincent and the Grenadines,VCT,2016,,,,,,84,201,469,450
Saint Vincent and the Grenadines,VCT,2017,,,,,,82,202,415,455
Saint Vincent and the Grenadines,VCT,2018,,,,,,81,207,406,458
Saint Vincent and the Grenadines,VCT,2019,,,,,,80,199,397,455
Saint Vincent and the Grenadines,VCT,2020,,,,,,81,196,389,454
Samoa,WSM,1961,,,,,,,350,1020,340
Samoa,WSM,1962,,,,,,,450,1020,350
Samoa,WSM,1963,,,,,,,538,1200,360
Samoa,WSM,1964,,,,,,,612,1200,370
Samoa,WSM,1965,,,,,,,645,1200,370
Samoa,WSM,1966,,,,,,,475,1300,380
Samoa,WSM,1967,,,,,,,462,1300,380
Samoa,WSM,1968,,,,,,,573,1300,380
Samoa,WSM,1969,,,,,,,636,1300,390
Samoa,WSM,1970,,,,,,,497,1300,390
Samoa,WSM,1971,,,,,,,528,1300,390
Samoa,WSM,1972,,,,,,,365,1300,400
Samoa,WSM,1973,,,,,,,488,1300,400
Samoa,WSM,1974,,,,,,,375,1300,400
Samoa,WSM,1975,,,,,,,364,1300,400
Samoa,WSM,1976,,,,,,,492,1230,400
Samoa,WSM,1977,,,,,,,586,1230,400
Samoa,WSM,1978,,,,,,,636,1230,400
Samoa,WSM,1979,,,,,,,667,1230,390
Samoa,WSM,1980,,,,,,,691,1580,370
Samoa,WSM,1981,,,,,,,635,1900,360
Samoa,WSM,1982,,,,,,,661,2200,350
Samoa,WSM,1983,,,,,,,626,2500,345
Samoa,WSM,1984,,,,,,,640,2900,335
Samoa,WSM,1985,,,,,,,640,3200,330
Samoa,WSM,1986,,,,,,,560,3400,320
Samoa,WSM,1987,,,,,,,710,3600,310
Samoa,WSM,1988,,,,,,,675,3800,310
Samoa,WSM,1989,,,,,,,894,4000,305
Samoa,WSM,1990,,,,,,,915,4100,312
Samoa,WSM,1991,,,,,,,930,3700,320
Samoa,WSM,1992,,,,,,,900,3500,336
Samoa,WSM,1993,,,,,,,910,3600,324
Samoa,WSM,1994,,,,,,,945,3600,376
Samoa,WSM,1995,,,,,,,971,3400,360
Samoa,WSM,1996,,,,,,,952,3400,368
Samoa,WSM,1997,,,,,,,983,3400,376
Samoa,WSM,1998,,,,,,,975,3400,380
Samoa,WSM,1999,,,,,,,1000,3400,404
Samoa,WSM,2000,,,,,,,995,3500,416
Samoa,WSM,2001,,,,,,,1053,3800,448
Samoa,WSM,2002,,,,,,,1300,3500,480
Samoa,WSM,2003,,,,,,,1100,3500,488
Samoa,WSM,2004,,,,,,,1100,3500,496
Samoa,WSM,2005,,,,,,,1100,3500,512
Samoa,WSM,2006,,,,,,,1100,3500,442
Samoa,WSM,2007,,,,,,,1100,3160,437
Samoa,WSM,2008,,,,,,,1100,3026,431
Samoa,WSM,2009,,,,,,,1286,2578,289
Samoa,WSM,2010,,,,,,,1336,2867,433
Samoa,WSM,2011,,,,,,,1408,2855,440
Samoa,WSM,2012,,,,,,,1424,2840,449
Samoa,WSM,2013,,,,,,,1337,2825,458
Samoa,WSM,2014,,,,,,,1274,2763,467
Samoa,WSM,2015,,,,,,,1370,2660,485
Samoa,WSM,2016,,,,,,,1096,2464,421
Samoa,WSM,2017,,,,,,,973,2187,398
Samoa,WSM,2018,,,,,,,1340,1952,380
Samoa,WSM,2019,,,,,,,383,1386,304
Samoa,WSM,2020,,,,,,,1016,1561,360
Sao Tome and Principe,STP,1961,,7,,,,14,122,155,36
Sao Tome and Principe,STP,1962,,8,,,,15,130,173,39
Sao Tome and Principe,STP,1963,,8,,,,14,150,173,41
Sao Tome and Principe,STP,1964,,9,,,,11,95,135,43
Sao Tome and Principe,STP,1965,,9,,,,8,75,145,46
Sao Tome and Principe,STP,1966,,10,,,,9,49,209,49
Sao Tome and Principe,STP,1967,,10,,,,9,129,180,51
Sao Tome and Principe,STP,1968,,11,,,,9,144,178,53
Sao Tome and Principe,STP,1969,,11,,,,9,166,173,56
Sao Tome and Principe,STP,1970,,12,,,,9,138,134,59
Sao Tome and Principe,STP,1971,,12,,,,8,166,208,62
Sao Tome and Principe,STP,1972,,13,,,,8,143,166,65
Sao Tome and Principe,STP,1973,,13,,,,9,139,221,72
Sao Tome and Principe,STP,1974,,14,,,,11,60,70,76
Sao Tome and Principe,STP,1975,,14,,,,14,53,145,81
Sao Tome and Principe,STP,1976,,15,,,,14,60,245,91
Sao Tome and Principe,STP,1977,,16,,,,15,60,145,94
Sao Tome and Principe,STP,1978,,17,,,,16,68,110,111
Sao Tome and Principe,STP,1979,,18,,,,17,65,75,128
Sao Tome and Principe,STP,1980,,19,,,,17,65,50,153
Sao Tome and Principe,STP,1981,,19,,,,18,70,75,169
Sao Tome and Principe,STP,1982,,20,,,,18,70,80,186
Sao Tome and Principe,STP,1983,,20,,,,19,72,85,186
Sao Tome and Principe,STP,1984,,20,,,,19,80,85,186
Sao Tome and Principe,STP,1985,,20,,,,19,85,90,186
Sao Tome and Principe,STP,1986,,20,,,,19,85,90,186
Sao Tome and Principe,STP,1987,,20,,,,20,90,100,186
Sao Tome and Principe,STP,1988,,20,,,,20,90,100,186
Sao Tome and Principe,STP,1989,,20,,,,20,95,100,186
Sao Tome and Principe,STP,1990,,21,,,,20,90,105,184
Sao Tome and Principe,STP,1991,,21,,,,21,80,110,296
Sao Tome and Principe,STP,1992,,22,,,,21,98,120,385
Sao Tome and Principe,STP,1993,,23,,,,21,100,55,394
Sao Tome and Principe,STP,1994,,24,,,,22,91,59,411
Sao Tome and Principe,STP,1995,,25,,,,22,78,63,428
Sao Tome and Principe,STP,1996,,26,,,,23,102,66,445
Sao Tome and Principe,STP,1997,,27,,,,23,103,70,465
Sao Tome and Principe,STP,1998,,28,,,,23,104,74,482
Sao Tome and Principe,STP,1999,,29,,,,24,105,77,499
Sao Tome and Principe,STP,2000,,30,,,,24,108,80,596
Sao Tome and Principe,STP,2001,,30,,,,24,109,84,628
Sao Tome and Principe,STP,2002,,32,,,,25,114,88,678
Sao Tome and Principe,STP,2003,,32,,,,25,119,92,726
Sao Tome and Principe,STP,2004,,33,,,,25,122,95,707
Sao Tome and Principe,STP,2005,,34,,,,25,125,97,720
Sao Tome and Principe,STP,2006,,34,,,,25,120,101,720
Sao Tome and Principe,STP,2007,,34,,,,25,128,150,744
Sao Tome and Principe,STP,2008,,34,,,,26,128,200,744
Sao Tome and Principe,STP,2009,,43,,,,27,132,260,769
Sao Tome and Principe,STP,2010,,34,,,,27,134,300,763
Sao Tome and Principe,STP,2011,,34,,,,5,137,340,408
Sao Tome and Principe,STP,2012,,34,,,,6,140,360,409
Sao Tome and Principe,STP,2013,,43,,,,6,144,361,437
Sao Tome and Principe,STP,2014,,39,,,,14,167,368,566
Sao Tome and Principe,STP,2015,,37,,,,14,167,431,597
Sao Tome and Principe,STP,2016,,37,,,,7,218,482,640
Sao Tome and Principe,STP,2017,,38,,,,8,191,569,776
Sao Tome and Principe,STP,2018,,38,,,,9,196,508,660
Sao Tome and Principe,STP,2019,,38,,,,11,192,534,611
Sao Tome and Principe,STP,2020,,38,,,,11,193,515,624
Saudi Arabia,SAU,1961,,,,10100,,21000,4300,,3000
Saudi Arabia,SAU,1962,,,,10350,,21000,4400,,3100
Saudi Arabia,SAU,1963,,,,10600,,21200,4600,,3300
Saudi Arabia,SAU,1964,,,,10800,,21200,4900,,3600
Saudi Arabia,SAU,1965,,,,11000,,21400,5100,,4000
Saudi Arabia,SAU,1966,,,,11250,,21400,5350,,4500
Saudi Arabia,SAU,1967,,,,11789,,21739,5624,,5000
Saudi Arabia,SAU,1968,,,,14193,,21584,5473,,5500
Saudi Arabia,SAU,1969,,,,12816,,24842,6121,,6000
Saudi Arabia,SAU,1970,,,,13900,,24937,6842,,6500
Saudi Arabia,SAU,1971,,,,17196,,25651,8669,,7000
Saudi Arabia,SAU,1972,,,,19063,,26024,9148,,7500
Saudi Arabia,SAU,1973,,,,24574,,26245,9049,,8105
Saudi Arabia,SAU,1974,,,,42750,,28000,9745,,11813
Saudi Arabia,SAU,1975,,,,39414,,29389,10124,,14813
Saudi Arabia,SAU,1976,,,,38244,,30778,12917,,21813
Saudi Arabia,SAU,1977,,,,35788,,26600,11302,,23882
Saudi Arabia,SAU,1978,,,,31571,,31807,10719,,27882
Saudi Arabia,SAU,1979,,,,34845,,37014,10895,,30882
Saudi Arabia,SAU,1980,,,,32440,,38000,12278,,40820
Saudi Arabia,SAU,1981,,,,26413,,43335,12875,,57820
Saudi Arabia,SAU,1982,,,,24525,,48670,14510,,86820
Saudi Arabia,SAU,1983,,,,25459,,56000,20645,,124000
Saudi Arabia,SAU,1984,,,,30136,,61000,25922,,143000
Saudi Arabia,SAU,1985,,,,33069,,68956,25036,,177000
Saudi Arabia,SAU,1986,,,,32411,,76640,25207,,240000
Saudi Arabia,SAU,1987,,,,33000,,79130,18000,,246000
Saudi Arabia,SAU,1988,,,,34819,,82527,24000,,266050
Saudi Arabia,SAU,1989,,,,35502,,85030,25000,,240100
Saudi Arabia,SAU,1990,,,,39949,,82673,28000,,265250
Saudi Arabia,SAU,1991,,,,41303,,79021,27000,,285400
Saudi Arabia,SAU,1992,,,,41300,,83800,28000,,303700
Saudi Arabia,SAU,1993,,,,43000,,85100,29000,,286000
Saudi Arabia,SAU,1994,,,,48000,,88500,30000,,297000
Saudi Arabia,SAU,1995,,,,41600,,87536,26000,,310000
Saudi Arabia,SAU,1996,,,,55200,,87943,18000,,329000
Saudi Arabia,SAU,1997,,,,50000,,91000,16000,,424000
Saudi Arabia,SAU,1998,,,,45500,,89000,20520,,435700
Saudi Arabia,SAU,1999,,,,39590,,97630,21470,,418700
Saudi Arabia,SAU,2000,,,,39840,,98200,21600,,483700
Saudi Arabia,SAU,2001,,,,39920,,98400,21640,,505700
Saudi Arabia,SAU,2002,,,,40500,,96300,21870,,467700
Saudi Arabia,SAU,2003,,,,41250,,98400,22275,,468700
Saudi Arabia,SAU,2004,,,,41960,,101700,22180,,480700
Saudi Arabia,SAU,2005,,,,41070,,105500,22400,,537700
Saudi Arabia,SAU,2006,,,,39580,,100500,24000,,548684
Saudi Arabia,SAU,2007,,,,41140,,101100,29000,,559684
Saudi Arabia,SAU,2008,,,,41140,,88100,29000,,564684
Saudi Arabia,SAU,2009,,,,42000,,82400,42100,,570684
Saudi Arabia,SAU,2010,,,,43000,,98300,44000,,575684
Saudi Arabia,SAU,2011,,,,43560,,125000,43600,,469684
Saudi Arabia,SAU,2012,,,,44000,,127000,51000,,450681
Saudi Arabia,SAU,2013,,,,45799,,130160,52000,,569658
Saudi Arabia,SAU,2014,,,,95417,,114597,38000,,525648
Saudi Arabia,SAU,2015,,,,97744,,119256,41000,,550633
Saudi Arabia,SAU,2016,,,,100133,,120765,41000,,600624
Saudi Arabia,SAU,2017,,,,102974,,122213,42000,,650659
Saudi Arabia,SAU,2018,,,,105299,,122406,42000,,710650
Saudi Arabia,SAU,2019,,,,108184,,123860,43000,,800650
Saudi Arabia,SAU,2020,,,,100000,,146212,42000,,900650
Senegal,SEN,1961,50,,1250,6,,9677,25875,698,1360
Senegal,SEN,1962,50,,1350,21,,9754,26875,833,2785
Senegal,SEN,1963,50,,1500,6,,9813,29250,990,2700
Senegal,SEN,1964,50,,2125,61,,10440,30875,990,2990
Senegal,SEN,1965,50,,2225,68,,11191,32000,1193,2885
Senegal,SEN,1966,50,,2438,74,,11737,33125,1913,3840
Senegal,SEN,1967,50,,2375,25,,11579,38750,1958,4040
Senegal,SEN,1968,50,,2713,19,,11276,39375,2025,4260
Senegal,SEN,1969,50,,2588,15,,10585,40000,3570,4585
Senegal,SEN,1970,50,,2725,16,,9822,37500,3780,4750
Senegal,SEN,1971,50,,2713,16,,8370,35000,3930,5060
Senegal,SEN,1972,50,,2913,12,,8488,35000,4110,5465
Senegal,SEN,1973,50,,2788,13,,7888,33750,4260,5800
Senegal,SEN,1974,50,,2750,13,,7698,27500,4410,6155
Senegal,SEN,1975,50,,2813,14,,8253,29750,3600,6450
Senegal,SEN,1976,50,,2838,14,,8501,30750,3720,7030
Senegal,SEN,1977,50,,2875,16,,8964,32500,3810,8780
Senegal,SEN,1978,50,,3000,16,,9908,34829,3900,8020
Senegal,SEN,1979,50,,2813,14,,9978,36250,3930,8475
Senegal,SEN,1980,50,,2500,14,,9850,30750,4050,9070
Senegal,SEN,1981,50,,2525,14,,11290,36750,4140,9530
Senegal,SEN,1982,50,,2550,14,,12580,37500,4200,10320
Senegal,SEN,1983,50,,2600,14,,11860,38750,4260,9450
Senegal,SEN,1984,50,,2750,14,,11425,37500,4290,10145
Senegal,SEN,1985,50,,4063,14,,14660,37500,3690,10810
Senegal,SEN,1986,50,,3925,16,,17940,40000,4080,13485
